indication id,indication name,slug,generics count
2329,Cold sores,cold-sores-2329,2
2328,Cold,cold-2328,14
2367,Crural ulcer,crural-ulcer-2367,1
2366,Crohn’s disease,crohns-disease-2366,11
2365,Cracked feet,cracked-feet-2365,1
2364,Cracked and itchy skin,cracked-and-itchy-skin-2364,3
2362,Cough and runny nose,cough-and-runny-nose-2362,9
2363,Cough and common cold,cough-and-common-cold-2363,13
4107,Cough,cough-4107,17
2360,Corticosteriod-responsive dermatoses,corticosteriod-responsive-dermatoses-2360,9
2361,Corticosteriod responsive dermatoses with secondary infection,corticosteriod-responsive-dermatoses-with-secondary-infection-2361,3
2359,Cortical myoclonus,cortical-myoclonus-2359,1
3649,Coronary artery disease,coronary-artery-disease-3649,19
2358,Corns and calluses,corns-and-calluses-2358,4
2357,Corns,corns-2357,2
2356,Corneal ulcer,corneal-ulcer-2356,8
2224,CVD,cvd-2224,2
2377,Cuts,cuts-2377,7
3872,Cuteneous candidiasis with superficial bacterial infection,cuteneous-candidiasis-with-superficial-bacterial-infection-3872,1
2373,Cutaneous T-cell lymphoma,cutaneous-t-cell-lymphoma-2373,4
4119,Cutaneous or mucocutaneous mycotic infections,cutaneous-or-mucocutaneous-mycotic-infections-4119,1
2376,Cutaneous candidiasis and pityriasis versicolor,cutaneous-candidiasis-and-pityriasis-versicolor-2376,1
2375,Cutaneous candidiasis,cutaneous-candidiasis-2375,8
2374,Cutaneous albinism,cutaneous-albinism-2374,1
3774,Cushing's and Nelson's syndrome,cushings-and-nelsons-syndrome-3774,0
2372,Cushing's disease,cushings-disease-2372,0
4204,Curvature,curvature-4204,1
2371,Cryptosporidiosis,cryptosporidiosis-2371,3
3857,Cryptorchidism,cryptorchidism-3857,2
2370,Cryptococcosis,cryptococcosis-2370,2
2369,Cryptococcal meningitis,cryptococcal-meningitis-2369,3
4177,Cryptitis,cryptitis-4177,1
4198,Deficient protein metabolism,deficient-protein-metabolism-4198,1
2388,Deep tissue candida infections,deep-tissue-candida-infections-2388,2
2389,Deep vein thrombosis,deep-vein-thrombosis-2389,9
4000,Deep anesthesia as in cataract extraction,deep-anesthesia-as-in-cataract-extraction-4000,1
2386,Darier's disease,dariers-disease-2386,1
2387,Decubitus or stasis ulcers,decubitus-or-stasis-ulcers-2387,6
2385,Dandruff,dandruff-2385,7
4065,Daily multivitamin maintenance,daily-multivitamin-maintenance-4065,1
4161,Cytomegalovirus (CMV) retinitis,cytomegalovirus-cmv-retinitis-4161,2
3851,Cytomegaloviral infections,cytomegaloviral-infections-3851,0
2384,Cystoid macular oedema,cystoid-macular-oedema-2384,4
2383,Cystitis,cystitis-2383,7
2382,Cystic fibrosis,cystic-fibrosis-2382,7
2381,Cycloplegia,cycloplegia-2381,1
2380,Cyclitis,cyclitis-2380,3
3998,Cyclical mastalgia,cyclical-mastalgia-3998,1
3832,Dental cavity,dental-cavity-3832,1
2398,Dental caries,dental-caries-2398,4
2397,Dental bleeding,dental-bleeding-2397,2
2396,Dental abscess,dental-abscess-2396,2
3789,Dementia in alzheimer's disease,dementia-in-alzheimers-disease-3789,5
2394,Delirium,delirium-2394,9
2395,Dementia,dementia-2395,7
2393,Delayed puberty,delayed-puberty-2393,2
4210,Delay imminent pre-term birth,delay-imminent-pre-term-birth-4210,1
2392,Dehydration,dehydration-2392,3
2391,Degenerative joint disease,degenerative-joint-disease-2391,3
2390,Degenerative diseases,degenerative-diseases-2390,3
2378,Cyanide poisoning,cyanide-poisoning-2378,2
2379,Cyanosis,cyanosis-2379,0
2408,Dermatomyositis,dermatomyositis-2408,6
2407,Dermatomycoses,dermatomycoses-2407,2
2406,Dermatofibro sarcoma protuberans,dermatofibro-sarcoma-protuberans-2406,0
3681,Dermatitis Solaris,dermatitis-solaris-3681,1
2405,Dermatitis herpetiformis,dermatitis-herpetiformis-2405,1
2404,Dermatitis,dermatitis-2404,21
2403,Depression,depression-2403,34
3668,Dentures,dentures-3668,2
2402,Denture stomatitis,denture-stomatitis-2402,0
2401,Denture sores,denture-sores-2401,4
2400,Dental surgery,dental-surgery-2400,0
3833,Dental plaque,dental-plaque-3833,5
2399,Dental pain,dental-pain-2399,7
4100,Dental nerve block,dental-nerve-block-4100,1
4101,Dental infiltration anesthesia,dental-infiltration-anesthesia-4101,1
3730,Dental infections,dental-infections-3730,1
2418,Diabetic nephropathy,diabetic-nephropathy-2418,14
2417,Diabetic macular edema,diabetic-macular-edema-2417,1
2416,Diabetic ketoacidosis,diabetic-ketoacidosis-2416,4
2415,Diabetic gastric stasis,diabetic-gastric-stasis-2415,1
2414,Diabetic foot ulcer,diabetic-foot-ulcer-2414,3
3767,Diabetic foot infections,diabetic-foot-infections-3767,3
2413,Diabetic coma,diabetic-coma-2413,1
2412,Diabetic angiopathy,diabetic-angiopathy-2412,1
2411,Diabetes mellitus,diabetes-mellitus-2411,46
2410,Diabetes insipidus,diabetes-insipidus-2410,2
4067,Development and proper functioning of their vital organs,development-and-proper-functioning-of-their-vital-organs-4067,1
4094,Developed to treat the muscle rigidity,developed-to-treat-the-muscle-rigidity-4094,0
2409,Dermatophytosis,dermatophytosis-2409,4
4200,Dental hypersensitivity,dental-hypersensitivity-4200,1
4118,Direct acting antiviral agent (DAA) against the hepatitis C virus,direct-acting-antiviral-agent-daa-against-the-hepatitis-c-virus-4118,1
2432,Diphtheria,diphtheria-2432,6
2431,Diluting or dissolving drugs,diluting-or-dissolving-drugs-2431,1
2430,Dilatation of pupil,dilatation-of-pupil-2430,3
2429,Diffuse scleroderma,diffuse-scleroderma-2429,2
3753,"Different skin problems (e.g., psoriasis)",different-skin-problems-eg-psoriasis-3753,2
2428,Dietary supplements (Vitamin deficiencies),dietary-supplements-vitamin-deficiencies-2428,1
2427,Dietary supplements,dietary-supplements-2427,9
2426,Dietary supplement for infants,dietary-supplement-for-infants-2426,1
2425,Diarrhoea,diarrhoea-2425,20
2424,Diaper rash,diaper-rash-2424,9
2423,Dialysis,dialysis-2423,4
2422,Diagnostic procedures,diagnostic-procedures-2422,3
2421,Diagnostic ophthalmic procedures,diagnostic-ophthalmic-procedures-2421,1
2420,Diabetic ulcers,diabetic-ulcers-2420,2
2419,Diabetic neuropathy,diabetic-neuropathy-2419,5
3760,Drug induced Myopathy,drug-induced-myopathy-3760,1
2446,Drug induced extrapyramidal syndrome,drug-induced-extrapyramidal-syndrome-2446,2
2444,Drug hypersensitivity reactions,drug-hypersensitivity-reactions-2444,2
2443,Dracunculiasis,dracunculiasis-2443,2
2442,Down Syndrome,down-syndrome-2442,1
2441,Dizziness,dizziness-2441,4
3636,Diverticulitis,diverticulitis-3636,4
2440,Diverticular diseases,diverticular-diseases-2440,1
2439,Disturbed biorhythms,disturbed-biorhythms-2439,1
2438,Dissolution of cholesterol rich gallstones,dissolution-of-cholesterol-rich-gallstones-2438,1
2437,Disseminated candidiasis,disseminated-candidiasis-2437,2
2435,Disinfection of the skin and hand,disinfection-of-the-skin-and-hand-2435,4
2434,Disinfection,disinfection-2434,2
2433,Discomfort of the eye,discomfort-of-the-eye-2433,1
3806,Dysfunctional uterine bleeding (DUB),dysfunctional-uterine-bleeding-dub-3806,4
2457,Dysentery,dysentery-2457,7
2456,Dyeing hair,dyeing-hair-2456,1
3694,During infectious diseases and convalescence,during-infectious-diseases-and-convalescence-3694,2
2454,Duodenitis,duodenitis-2454,1
2453,Duodenal ulcer,duodenal-ulcer-2453,14
3709,Dryness and pain associated with reduced or abnormal tear production,dryness-and-pain-associated-with-reduced-or-abnormal-tear-production-3709,1
3815,Dry skin associated with contact dermatitis,dry-skin-associated-with-contact-dermatitis-3815,1
2452,Dry skin,dry-skin-2452,9
2451,Dry mouth,dry-mouth-2451,2
2448,Dry Irritated eyes,dry-irritated-eyes-2448,0
2450,Dry eye,dry-eye-2450,13
2449,Dry cough,dry-cough-2449,7
2445,Drug overdose,drug-overdose-2445,2
2447,Drug induced photosensitivity,drug-induced-photosensitivity-2447,3
3696,Electrolytes or calories or as an alkalinizing agent,electrolytes-or-calories-or-as-an-alkalinizing-agent-3696,1
2469,Electrolyte replenisher,electrolyte-replenisher-2469,4
2468,Eczematoid dermatitis,eczematoid-dermatitis-2468,3
2467,Eczema,eczema-2467,35
2466,Eclampsia,eclampsia-2466,3
2465,Echinococcosis,echinococcosis-2465,4
3725,Eating disorder,eating-disorder-3725,1
3936,Early menstrual regulation,early-menstrual-regulation-3936,1
2464,Dysuria,dysuria-2464,2
2463,Dysphoria,dysphoria-2463,1
2462,Dyspepsia,dyspepsia-2462,19
2461,Dyspareunia,dyspareunia-2461,3
2460,Dysmenorrhoea,dysmenorrhoea-2460,21
2459,Dyslipidemia,dyslipidemia-2459,7
2458,Dyskeratosis,dyskeratosis-2458,1
2479,Endometritis,endometritis-2479,10
2478,Endometriosis,endometriosis-2478,10
2477,Endometrial carcinoma,endometrial-carcinoma-2477,0
3926,Endocrine Disorders,endocrine-disorders-3926,3
2476,Endocarditis,endocarditis-2476,8
2475,End-stage renal failure,end-stage-renal-failure-2475,4
3706,End-of-dose motor fluctuations,end-of-dose-motor-fluctuations-3706,1
2474,Encephalomyelitis,encephalomyelitis-2474,2
4196,Encephalitis virus vaccine,encephalitis-virus-vaccine-4196,1
2473,Empyema,empyema-2473,2
2472,Emphysema,emphysema-2472,11
2471,Emotional disturbance,emotional-disturbance-2471,1
2470,Emergency contraception,emergency-contraception-2470,3
4132,Elevated intraocular pressure,elevated-intraocular-pressure-4132,2
2492,Epidural analgesia,epidural-analgesia-2492,1
2491,Epidural anaesthesia,epidural-anaesthesia-2491,3
2490,Epidural,epidural-2490,1
4113,Epidermal growth factor receptor (EGFR),epidermal-growth-factor-receptor-egfr-4113,1
4015,Envenomation caused by snake bites,envenomation-caused-by-snake-bites-4015,1
2489,Enuresis,enuresis-2489,6
2488,Enterocolitis,enterocolitis-2488,2
2487,Enterobiasis,enterobiasis-2487,3
2486,Enteritis,enteritis-2486,1
2485,Enteric fever,enteric-fever-2485,9
3960,Ensures good eye sight,ensures-good-eye-sight-3960,1
2484,Enoxaparin or dalteparin overdosage,enoxaparin-or-dalteparin-overdosage-2484,1
2483,Energy malnutrition,energy-malnutrition-2483,3
2482,Endotracheal intubation,endotracheal-intubation-2482,3
2481,Endophthalmitis,endophthalmitis-2481,1
2480,Endometrium cancer,endometrium-cancer-2480,2
4156,Excretory urography,excretory-urography-4156,1
2503,Excessive sweating,excessive-sweating-2503,4
2502,Essential tremor,essential-tremor-2502,3
2501,Essential thrombocythemia,essential-thrombocythemia-2501,3
3651,Essential hypertension,essential-hypertension-3651,7
4021,Erythrasma,erythrasma-4021,1
2500,Erythema nodosum leprosum (Type 2),erythema-nodosum-leprosum-type-2-2500,2
2499,Erythema multiforme,erythema-multiforme-2499,7
2498,Erysipeloid,erysipeloid-2498,1
2497,Erysipelas,erysipelas-2497,2
2496,Erosive oesophagitis,erosive-oesophagitis-2496,1
2495,Erectile dysfunction,erectile-dysfunction-2495,8
2494,Episcleritis,episcleritis-2494,4
2493,Epilepsy,epilepsy-2493,18
3688,Epidural intrathecal anesthesia,epidural-intrathecal-anesthesia-3688,2
3918,Faecal impaction,faecal-impaction-3918,3
2509,Facilitate lactation,facilitate-lactation-2509,2
3970,Facilitate mechanical ventilation in intensive care,facilitate-mechanical-ventilation-in-intensive-care-3970,2
3968,Facilitate endotracheal intubation,facilitate-endotracheal-intubation-3968,3
4080,Facial paralysis,facial-paralysis-4080,3
2508,Eye refraction,eye-refraction-2508,1
2507,Eye irritation,eye-irritation-2507,6
2506,Eye infections,eye-infections-2506,10
4082,Eye health,eye-health-4082,2
2505,Eye allergy,eye-allergy-2505,8
3685,Exudative ARMD,exudative-armd-3685,1
2504,Extrapyramidal symptoms,extrapyramidal-symptoms-2504,3
3699,Extraocular and intraocular irrigating solution during ocular surgical procedure,extraocular-and-intraocular-irrigating-solution-during-ocular-surgical-procedure-3699,0
3953,Extra-articular disorders,extra-articular-disorders-3953,1
3676,Exfoliative dermatitis,exfoliative-dermatitis-3676,2
2519,Fertility,fertility-2519,2
2520,Fever,fever-2520,13
4141,fenestration,fenestration-4141,1
2518,Female infertility,female-infertility-2518,4
3766,Female hypogonadism,female-hypogonadism-3766,1
4203,Feebleness,feebleness-4203,1
2517,Febrile neutropenia,febrile-neutropenia-2517,1
2516,Fatty liver,fatty-liver-2516,3
2515,Fatigue,fatigue-2515,3
3962,Fat carbohydrate metabolism,fat-carbohydrate-metabolism-3962,1
2511,Familial mediterranean fever,familial-mediterranean-fever-2511,1
2514,Familial hypophosphatemia,familial-hypophosphatemia-2514,1
2513,Familial hypercholesterolemia,familial-hypercholesterolemia-2513,2
2512,Familial adenomatous polyposis,familial-adenomatous-polyposis-2512,2
2510,Falciparum malaria,falciparum-malaria-2510,1
2534,Following pancreatic surgery,following-pancreatic-surgery-2534,1
2533,Folliculitis,folliculitis-2533,4
2532,Follicular lymphoma,follicular-lymphoma-2532,6
2531,Folic acid deficiency,folic-acid-deficiency-2531,4
2530,Folic acid & zinc Deficiency,folic-acid-zinc-deficiency-2530,1
2529,Fluid replacement,fluid-replacement-2529,2
3697,Fluid and electrolytes replenisher in hypervolemia,fluid-and-electrolytes-replenisher-in-hypervolemia-3697,2
2528,Fluid and electrolyte imbalance,fluid-and-electrolyte-imbalance-2528,10
2527,Flu,flu-2527,5
2526,Flatulence,flatulence-2526,15
2524,Fitting of hard contact lenses,fitting-of-hard-contact-lenses-2524,1
2525,Flaking scalps,flaking-scalps-2525,1
2523,Filariasis,filariasis-2523,3
2522,Fibromyalgia,fibromyalgia-2522,8
2521,Fever blisters,fever-blisters-2521,0
2549,Fungal otitis externa,fungal-otitis-externa-2549,3
2548,Fungal keratitis,fungal-keratitis-2548,6
2547,Fungal infections of the mouth Throat and gut,fungal-infections-of-the-mouth-throat-and-gut-2547,1
2546,Fungal infections,fungal-infections-2546,14
2545,Fungal eye infections,fungal-eye-infections-2545,3
2544,Fungal corneal ulcers,fungal-corneal-ulcers-2544,4
3948,Fungal conjunctivitis,fungal-conjunctivitis-3948,1
2542,Funduscopy,funduscopy-2542,1
2541,Functional rehabilitation after cerebrovascular accidents,functional-rehabilitation-after-cerebrovascular-accidents-2541,1
2540,Functional dyspepsia,functional-dyspepsia-2540,2
2539,Functional diarrhea,functional-diarrhea-2539,1
2538,Freckles,freckles-2538,2
2537,Fracture and joint manipulation,fracture-and-joint-manipulation-2537,1
4066,For growing children,for-growing-children-4066,2
3987,For degerming skin in hyperalimentation and catheter care,for-degerming-skin-in-hyperalimentation-and-catheter-care-3987,0
2535,Food supplement,food-supplement-2535,1
2564,Gastric problems,gastric-problems-2564,1
2560,Gastric Hyperacidity,gastric-hyperacidity-2560,5
2563,Gastric cancer,gastric-cancer-2563,9
2562,Gastric bypass surgery,gastric-bypass-surgery-2562,1
2561,Gastric and duodenal ulceration,gastric-and-duodenal-ulceration-2561,7
2559,Gas gangrene,gas-gangrene-2559,3
2557,Gangrene,gangrene-2557,2
3687,Galactorrhea,galactorrhea-3687,1
2554,Fusobacterium infections,fusobacterium-infections-2554,1
2553,Furunculosis,furunculosis-2553,1
2552,Furuncles,furuncles-2552,1
3932,Fungating tumours,fungating-tumours-3932,1
2543,Fungal UTIs,fungal-utis-2543,1
2550,Fungal skin infections,fungal-skin-infections-2550,5
2576,General anaesthesia,general-anaesthesia-2576,11
2575,Gastroparesis,gastroparesis-2575,2
2574,Gastrointestinal tract spasm,gastrointestinal-tract-spasm-2574,9
2573,Gastrointestinal tract infections,gastrointestinal-tract-infections-2573,1
4136,Gastrointestinal Stromal Tumors,gastrointestinal-stromal-tumors-4136,1
2572,Gastrointestinal stromal tumor,gastrointestinal-stromal-tumor-2572,1
2571,Gastrointestinal hyperacidity,gastrointestinal-hyperacidity-2571,3
2556,Gastrointestinal haemorrhage from stress ulceration,gastrointestinal-haemorrhage-from-stress-ulceration-2556,1
2555,Gastrointestinal haemorrhage,gastrointestinal-haemorrhage-2555,0
2570,Gastrointestinal disorders,gastrointestinal-disorders-2570,4
3972,Gastrointestinal (Gl) bleeding from stress,gastrointestinal-gl-bleeding-from-stress-3972,1
2568,Gastroesophageal reflux disease (GERD),gastroesophageal-reflux-disease-gerd-2568,17
2569,Gastroenteritis,gastroenteritis-2569,4
2567,Gastro-enteritis with dehydration,gastro-enteritis-with-dehydration-2567,0
2566,Gastritis,gastritis-2566,14
2565,Gastric ulcer,gastric-ulcer-2565,20
2588,Glaucoma surgery,glaucoma-surgery-2588,0
2587,Glaucoma,glaucoma-2587,18
3751,Glabellar and lateral Canthal lines (cosmetic purpose),glabellar-and-lateral-canthal-lines-cosmetic-purpose-3751,1
2586,Gingivitis,gingivitis-2586,7
2585,Giardiasis,giardiasis-2585,6
2584,Germ cell tumors,germ-cell-tumors-2584,4
2583,Genitourinary tract infections,genitourinary-tract-infections-2583,5
2582,Genitourinary spasm,genitourinary-spasm-2582,2
2581,Genital warts,genital-warts-2581,1
2580,Genital herpes,genital-herpes-2580,4
2578,Generalized tonic-clonic seizures,generalized-tonic-clonic-seizures-2578,4
2579,Generalized anxiety disorder,generalized-anxiety-disorder-2579,9
2577,General weakness,general-weakness-2577,11
4098,General kidney & heart transplant,general-kidney-heart-transplant-4098,1
3861,Guillain-Barre syndrome,guillain-barre-syndrome-3861,1
2600,Growth hormone deficiency,growth-hormone-deficiency-2600,1
3671,"Growth and repair of body tissue, bone, skin, teeth & hair.",growth-and-repair-of-body-tissue-bone-skin-teeth-hair-3671,2
2599,Group A Streptococcus infections,group-a-streptococcus-infections-2599,1
3707,Grazes,grazes-3707,1
3701,Graying hair,graying-hair-3701,2
2598,Graves’ disease,graves-disease-2598,5
2597,Granuloma inguinale,granuloma-inguinale-2597,1
2596,Gram-positive infection,gram-positive-infection-2596,1
2595,Gouty arthritis,gouty-arthritis-2595,2
2594,Gout,gout-2594,16
2593,Gonorrhoea,gonorrhoea-2593,20
2592,Gonococcal urethritis,gonococcal-urethritis-2592,3
2591,Gnathostomiasis,gnathostomiasis-2591,2
2590,Gluten enteropathy or sprue,gluten-enteropathy-or-sprue-2590,3
4073,Glossitis,glossitis-4073,1
2613,Haemorrhage,haemorrhage-2613,7
2612,Haemoptysis,haemoptysis-2612,1
2611,Haemophilus influenzae type b infection,haemophilus-influenzae-type-b-infection-2611,3
3834,Haemophilia A,haemophilia-a-3834,0
2610,Haemodialysis,haemodialysis-2610,3
2609,Haematuria,haematuria-2609,1
4127,Habitual abortion,habitual-abortion-4127,1
2605,H. pylori infection,h-pylori-infection-2605,11
2604,Gynecological infections,gynecological-infections-2604,2
2603,Gynaecomastia,gynaecomastia-2603,1
3712,Gum swelling,gum-swelling-3712,1
2602,Gum sore,gum-sore-2602,4
2601,Gum disease,gum-disease-2601,6
2589,Glioblastoma multiforme,glioblastoma-multiforme-2589,5
2626,Heartburn & gastritis,heartburn-gastritis-2626,5
2625,Heartburn,heartburn-2625,8
2624,Heart failure,heart-failure-2624,30
2623,Heart disease,heart-disease-2623,3
4195,Healthy urinary flow,healthy-urinary-flow-4195,2
2622,Headache,headache-2622,15
3974,Head pediculosis,head-pediculosis-3974,1
2621,Head lice,head-lice-2621,2
2620,Head injury,head-injury-2620,3
2619,Head & neck cancer,head-neck-cancer-2619,5
2618,Hay fever,hay-fever-2618,7
4034,Hand and foot eczema,hand-and-foot-eczema-4034,1
2617,Hairy cell leukaemia,hairy-cell-leukaemia-2617,3
2616,Hair loss,hair-loss-2616,6
2615,Haemorrhoids (Piles),haemorrhoids-piles-2615,18
2614,Haemorrhagic cystitis and haematuria,haemorrhagic-cystitis-and-haematuria-2614,1
2637,Hepatic encephalopathy,hepatic-encephalopathy-2637,5
2636,Hepatic cirrhosis with ascites and oedema,hepatic-cirrhosis-with-ascites-and-oedema-2636,2
2635,Hepatic amoebiasis,hepatic-amoebiasis-2635,4
2634,Heparin overdosage,heparin-overdosage-2634,1
3768,Hemorrhage,hemorrhage-3768,2
2632,Hemophilia A,hemophilia-a-2632,2
2631,Hemophilia,hemophilia-2631,2
2630,Hemolytic disease of the newborn,hemolytic-disease-of-the-newborn-2630,1
2629,Hemofiltration,hemofiltration-2629,1
3810,Hemodialysis dependent-chronic kidney disease (HDD-CKD) patients receiving an erythropoietin,hemodialysis-dependent-chronic-kidney-disease-hdd-ckd-patients-receiving-an-erythropoietin-3810,1
2628,Hemicrania continua,hemicrania-continua-2628,0
3928,Hematological and Oncological Disorders,hematological-and-oncological-disorders-3928,1
2627,Helminthiasis,helminthiasis-2627,4
4125,Helicobacter pylori eradication,helicobacter-pylori-eradication-4125,0
2646,Herpes virus infections,herpes-virus-infections-2646,3
2645,Herpes simplex keratitis,herpes-simplex-keratitis-2645,9
2644,Herpes simplex,herpes-simplex-2644,8
2643,Herpes labialis,herpes-labialis-2643,8
2642,Hereditary hemorrhagic telangiectasia,hereditary-hemorrhagic-telangiectasia-2642,3
2641,Hereditary angioedema,hereditary-angioedema-2641,5
4014,Hepatoprotective and antioxidant activity,hepatoprotective-and-antioxidant-activity-4014,1
4137,Hepatocellular Carcinoma,hepatocellular-carcinoma-4137,2
3864,Hepatits A,hepatits-a-3864,1
3814,Hepatitis C virus related thrombocytopenia,hepatitis-c-virus-related-thrombocytopenia-3814,1
2640,Hepatitis B virus,hepatitis-b-virus-2640,8
2639,Hepatitis A virus,hepatitis-a-virus-2639,4
2638,Hepatic transplant rejection,hepatic-transplant-rejection-2638,5
3878,Hepatic insufficiency,hepatic-insufficiency-3878,0
2654,Hodgkin’s disease,hodgkins-disease-2654,4
3759,HMG CoA reductase inhibitors,hmg-coa-reductase-inhibitors-3759,1
2653,Hives,hives-2653,6
2608,HIV-associated wasting or cachexia,hiv-associated-wasting-or-cachexia-2608,0
2607,HIV-associated diarrhoea,hiv-associated-diarrhoea-2607,1
2606,HIV infection,hiv-infection-2606,12
2652,Histoplasmosis,histoplasmosis-2652,4
4060,Histiocytic lymphoma,histiocytic-lymphoma-4060,1
2651,Hirsutism,hirsutism-2651,3
2650,High triglyceride,high-triglyceride-2650,1
3758,High Cholesterol,high-cholesterol-3758,9
4018,Hidradenitis,hidradenitis-4018,1
2649,Hiccups,hiccups-2649,6
2648,Herpes zoster ophthalmicus,herpes-zoster-ophthalmicus-2648,2
3910,Herpes zoster keratitis,herpes-zoster-keratitis-3910,0
2647,Herpes zoster (shingles),herpes-zoster-shingles-2647,5
2671,Hypereosinophilic syndrome,hypereosinophilic-syndrome-2671,4
2670,Hyperekplexia,hyperekplexia-2670,1
2669,Hypercholesterolaemia,hypercholesterolaemia-2669,11
2668,Hyperchlorhydria,hyperchlorhydria-2668,1
2667,Hypercalcaemia of malignancy,hypercalcaemia-of-malignancy-2667,2
2666,Hypercalcaemia,hypercalcaemia-2666,8
2665,Hyperaldosteronism,hyperaldosteronism-2665,3
2664,Hyperactivity disorders,hyperactivity-disorders-2664,5
2662,Hyperacidity,hyperacidity-2662,12
2663,Hyperactivity,hyperactivity-2663,1
2661,Hydration,hydration-2661,0
2660,Human Papillomavirus infection,human-papillomavirus-infection-2660,3
4165,Household Exposure to Persons with Acute HBV Infection,household-exposure-to-persons-with-acute-hbv-infection-4165,1
2659,Hot flushes,hot-flushes-2659,7
2658,Hormone replacement therapy,hormone-replacement-therapy-2658,5
4013,Hyperphosphataemia in patients with chronic renal failure,hyperphosphataemia-in-patients-with-chronic-renal-failure-4013,1
2680,Hyperphosphataemia,hyperphosphataemia-2680,2
2679,Hyperparathyroidism,hyperparathyroidism-2679,2
4191,Hyperlipidemia,hyperlipidemia-4191,1
2678,Hyperlipidaemia,hyperlipidaemia-2678,10
2677,Hyperkeratotic and scaling skin conditions,hyperkeratotic-and-scaling-skin-conditions-2677,1
2676,Hyperkeratotic,hyperkeratotic-2676,1
2675,Hyperkeratosis,hyperkeratosis-2675,2
4169,Hyperkalemia,hyperkalemia-4169,2
2674,Hyperkalaemia,hyperkalaemia-2674,4
2673,Hyperhomocysteinemia,hyperhomocysteinemia-2673,2
2672,Hyperhidrosis,hyperhidrosis-2672,3
2657,Hookworm infections,hookworm-infections-2657,2
2656,Homozygous familial hypercholesterolemia,homozygous-familial-hypercholesterolemia-2656,3
2655,Hodgkin’s lymphoma,hodgkins-lymphoma-2655,13
2693,Hypocalcaemia,hypocalcaemia-2693,6
2692,Hypoalbuminemia,hypoalbuminemia-2692,0
2691,Hypnotic,hypnotic-2691,1
2690,Hyperuricaemia,hyperuricaemia-2690,5
2689,Hypertrophic cardiomyopathy,hypertrophic-cardiomyopathy-2689,4
2688,Hypertriglyceridaemia,hypertriglyceridaemia-2688,3
2687,Hyperthyroidism,hyperthyroidism-2687,4
2686,Hypertensive crisis,hypertensive-crisis-2686,4
2684,Hypersensitivity reactions,hypersensitivity-reactions-2684,8
2685,Hypertension,hypertension-2685,65
2683,Hypersecretory conditions,hypersecretory-conditions-2683,4
3778,hyperpyrexia,hyperpyrexia-3778,2
2682,Hyperprolactinemia,hyperprolactinemia-2682,2
2681,Hyperpigmentation,hyperpigmentation-2681,4
2709,Hypovolaemia and shock,hypovolaemia-and-shock-2709,1
2708,Hypothyroidism,hypothyroidism-2708,3
2707,Hypotensive anaesthesia,hypotensive-anaesthesia-2707,1
2705,Hypoprothrombinemia,hypoprothrombinemia-2705,1
2706,Hypotension,hypotension-2706,3
2704,Hypoproteinaemia,hypoproteinaemia-2704,1
2703,Hypophosphataemia,hypophosphataemia-2703,1
2702,Hypoparathyroidism,hypoparathyroidism-2702,7
2701,Hyponatraemia,hyponatraemia-2701,2
2700,Hypomagnesemia,hypomagnesemia-2700,1
2699,Hypokalaemia,hypokalaemia-2699,2
2698,Hypogonadotrophic hypogonadism,hypogonadotrophic-hypogonadism-2698,1
2697,Hypogonadism,hypogonadism-2697,4
2696,Hypoglycemia,hypoglycemia-2696,1
2695,Hypodermoclysis,hypodermoclysis-2695,1
2694,Hypocalcemic tetany,hypocalcemic-tetany-2694,2
3792,"Improves Cardiovascular health (Atherosclerosis, reduce cholesterol)",improves-cardiovascular-health-atherosclerosis-reduce-cholesterol-3792,1
2722,Improve skin tone and texture,improve-skin-tone-and-texture-2722,1
3957,Improve appetite and growth of children,improve-appetite-and-growth-of-children-3957,1
2721,Impetigo and infected dermatitis,impetigo-and-infected-dermatitis-2721,3
2720,Impetigo,impetigo-2720,6
4208,Impaired speech,impaired-speech-4208,1
2719,Immunodeficiency,immunodeficiency-2719,4
3763,Immune system depression,immune-system-depression-3763,1
2718,Imaging of the Gl tract,imaging-of-the-gl-tract-2718,1
2717,Idiopathic thrombocytopenic purpura,idiopathic-thrombocytopenic-purpura-2717,4
4149,Idiopathic Pulmonary Fibrosis,idiopathic-pulmonary-fibrosis-4149,3
2716,Idiopathic parkinsonism,idiopathic-parkinsonism-2716,12
2715,Idiopathic intracranial hypertension,idiopathic-intracranial-hypertension-2715,1
3934,Ideal for those with photodermatoses & reduced skin pigmentation,ideal-for-those-with-photodermatoses-reduced-skin-pigmentation-3934,3
2714,Ichthyosis and dry skin conditions,ichthyosis-and-dry-skin-conditions-2714,3
2727,Increased demand for Calcium and Vitamin C,increased-demand-for-calcium-and-vitamin-c-2727,1
3821,Increase yield of autologous blood,increase-yield-of-autologous-blood-3821,1
3859,Increase platelet count in patients with idiopathic thrombocytopenic purpura,increase-platelet-count-in-patients-with-idiopathic-thrombocytopenic-purpura-3859,1
4007,Increase bone mass in men with osteoporosis,increase-bone-mass-in-men-with-osteoporosis-4007,1
4049,Including patients managed medically,including-patients-managed-medically-4049,1
3986,Incisions and other topical lesions,incisions-and-other-topical-lesions-3986,0
4093,In vitro fertilization procedures,in-vitro-fertilization-procedures-4093,0
2725,In vitro fertilization,in-vitro-fertilization-2725,2
3940,Improving the nutritional status of women throughout the pregnancy,improving-the-nutritional-status-of-women-throughout-the-pregnancy-3940,3
